Points,Raw Dim,Compressed Dim,Worst Similarity,Best Similarity,Worst Distance,Best Distance
11,11,10,0.999904328,0.999968268,0.013832679,0.007966465
11,12,2,0.999908222,0.999960407,0.013548285,0.008898609
11,12,3,0.99980958,0.999954851,0.019515137,0.009502525
11,12,4,0.999894793,0.999976442,0.014505637,0.006864078
11,12,5,0.99989479,0.999960502,0.014505879,0.008887995
11,12,6,0.999849547,0.999966568,0.017346648,0.008177006
11,12,7,0.9998951,0.999959077,0.014484494,0.009046844
11,12,8,0.999843728,0.99995804,0.017678922,0.009160779
11,12,9,0.999889994,0.999970629,0.014832827,0.007664334
11,12,10,0.999899991,0.999958246,0.014142744,0.009138283
11,12,11,0.999895574,0.999961472,0.014451693,0.008778144
11,13,2,0.999877916,0.999963709,0.015625877,0.008519449
11,13,3,0.999721719,0.999943217,0.023591586,0.010656748
11,13,4,0.999852587,0.999951868,0.017170469,0.009811445
11,13,5,0.999854505,0.999947023,0.017058408,0.010293422
11,13,6,0.999867011,0.999951371,0.016308838,0.0098619
11,13,7,0.999834084,0.999935728,0.018216259,0.01133773
11,13,8,0.999851147,0.999941438,0.017254155,0.010822371
11,13,9,0.999810364,0.999936241,0.019474915,0.011292379
11,13,10,0.999827665,0.999934173,0.018565285,0.011474065
11,13,11,0.9998857,0.999933071,0.015119549,0.011569695
11,13,12,0.999845399,0.999931357,0.017584127,0.011716896
11,14,2,0.999745647,0.999834662,0.022554509,0.018184521
11,14,3,0.926494576,0.999882574,0.383419936,0.015324907
11,14,4,0.999700922,0.999894347,0.024457239,0.014536367
11,14,5,0.999676962,0.999907381,0.025418022,0.013610235
11,14,6,0.999709269,0.999883382,0.024113506,0.015272058
11,14,7,0.999725762,0.999928028,0.023419583,0.01199763
11,14,8,0.999651229,0.999903506,0.02641103,0.013892016
11,14,9,0.999664103,0.999898372,0.025919,0.014256819
11,14,10,0.99964331,0.999892652,0.026709186,0.014652518
11,14,11,0.999676914,0.999898954,0.025419913,0.014215876
11,14,12,0.999697197,0.999904324,0.024609054,0.013833034
11,14,13,0.999566562,0.999925967,0.029442749,0.012168278
11,15,2,0.998925299,0.999630288,0.046361634,0.027192341
11,15,3,0.998119973,0.999356532,0.061319287,0.035873895
11,15,4,0.997761093,0.999577508,0.066916469,0.029068603
11,15,5,0.998218647,0.999506926,0.059688414,0.031402983
11,15,6,0.998880899,0.999535937,0.047309636,0.030465145
11,15,7,0.99892889,0.999603875,0.046284125,0.028146937
11,15,8,0.998859382,0.999582979,0.04776228,0.028879798
11,15,9,0.998094583,0.999341056,0.061731949,0.036302727
11,15,10,0.998264914,0.999373422,0.058908164,0.035399934
11,15,11,0.998578592,0.999404363,0.053318071,0.034514849
11,15,12,0.998366943,0.999428861,0.057149923,0.033797608
11,15,13,0.998830896,0.999376224,0.048355023,0.035320705
11,15,14,0.998412662,0.999513234,0.056344264,0.031201464
11,16,2,0.999065181,0.999693017,0.043239322,0.024778348
11,16,3,0.998103652,0.999312689,0.06158487,0.037075887
11,16,4,0.998493733,0.999550475,0.054886552,0.029984152
11,16,5,0.996878605,0.999625557,0.079011331,0.027365778
11,16,6,0.995046822,0.999456261,0.099530681,0.032976941
11,16,7,0.99838943,0.999571064,0.05675509,0.029289442
11,16,8,0.998592709,0.999355096,0.05305264,0.035913909
11,16,9,0.997925484,0.999461705,0.064412982,0.032811428
11,16,10,0.998291163,0.999317871,0.058460884,0.036935872
11,16,11,0.998483547,0.9993755,0.05507183,0.035341203
11,16,12,0.998074353,0.999431945,0.062058795,0.033706235
11,16,13,0.99863796,0.999425432,0.052192716,0.033898914
11,16,14,0.998835951,0.999477654,0.048250371,0.032321704
11,16,15,0.998529642,0.999473937,0.054228373,0.0324365
11,17,2,0.999663551,0.999872674,0.025940295,0.015957848
11,17,3,0.994679702,0.999897898,0.103153266,0.014289977
11,17,4,0.999646906,0.999838013,0.026574186,0.01799925
11,17,5,0.999700087,0.999880321,0.024491332,0.015471219
11,17,6,0.99947316,0.999857275,0.032460431,0.016895238
11,17,7,0.999744749,0.999908078,0.022594274,0.013558939
11,17,8,0.999420504,0.999888868,0.034043967,0.014908494
11,17,9,0.999543731,0.999859632,0.03020826,0.016755194
11,17,10,0.999401549,0.999905979,0.03459626,0.013712844
11,17,11,0.999651013,0.999903589,0.026419182,0.013886024
11,17,12,0.999559746,0.999902817,0.029673349,0.013941523
11,17,13,0.999638478,0.999840695,0.026889477,0.017849634
11,17,14,0.999620522,0.99984167,0.027549161,0.017794942
11,17,15,0.999636999,0.999877833,0.026944441,0.015631189
11,17,16,0.999360466,0.999870911,0.035764069,0.016067928
11,18,2,0.999939173,0.999984853,0.011029648,0.005504002
11,18,3,0.99938562,0.999959559,0.035053676,0.008993437
11,18,4,0.999941592,0.999978092,0.010808145,0.006619402
11,18,5,0.99986535,0.999970587,0.016410368,0.007669766
11,18,6,0.999860378,0.99995749,0.016710574,0.009220666
11,18,7,0.999945813,0.999969926,0.010410297,0.007755572
11,18,8,0.999931276,0.999974298,0.011723818,0.007169617
11,18,9,0.999868209,0.999956092,0.016235211,0.009371069
11,18,10,0.999896004,0.999975077,0.014421912,0.007060157
11,18,11,0.999933815,0.999969286,0.011505199,0.007837648
11,18,12,0.999897386,0.999973183,0.01432575,0.007323492
11,18,13,0.999940579,0.999970059,0.010901499,0.007738361
11,18,14,0.999933641,0.999974961,0.011520351,0.007076589
11,18,15,0.99992584,0.999972076,0.012178674,0.00747321
11,18,16,0.999950795,0.999976383,0.009920135,0.00687266
11,18,17,0.999909338,0.99997496,0.013465648,0.007076688
11,19,2,0.999767222,0.999886527,0.021576738,0.015064744
11,19,3,0.998134681,0.999870381,0.061078955,0.016100861
11,19,4,0.999824673,0.999923771,0.018725744,0.012347414
11,19,5,0.999682625,0.999878033,0.025194237,0.015618372
11,19,6,0.999726933,0.999902073,0.023369513,0.013994765
11,19,7,0.999748065,0.999899277,0.022447032,0.014193195
11,19,8,0.999817304,0.999918204,0.019115226,0.012790343
11,19,9,0.999666889,0.999887558,0.025811277,0.014996163
11,19,10,0.999689151,0.999869711,0.02493387,0.016142455
11,19,11,0.999697867,0.999875238,0.024581829,0.015796354
11,19,12,0.999752804,0.99988104,0.022234916,0.015424631
11,19,13,0.999584291,0.999880633,0.028834326,0.015450989
11,19,14,0.999838348,0.99990012,0.017980656,0.014133629
11,19,15,0.999807823,0.999901203,0.019604936,0.014056803
11,19,16,0.999765445,0.999923358,0.021658933,0.012380774
11,19,17,0.999732523,0.999907264,0.023129062,0.013618777
11,19,18,0.999771499,0.999916209,0.021377595,0.012945383
11,20,2,0.96052589,0.99989629,0.280977259,0.014402083
11,20,3,0.990749307,0.999865393,0.136019804,0.016407755
11,20,4,0.999614111,0.999873433,0.027780897,0.015910201
11,20,5,0.999341494,0.999850039,0.036290662,0.017318281
11,20,6,0.999743548,0.999899004,0.022647385,0.014212376
11,20,7,0.999720952,0.99991415,0.023624059,0.013103453
11,20,8,0.999784458,0.999876179,0.02076256,0.015736658
11,20,9,0.999689471,0.999907424,0.024921038,0.013607048
11,20,10,0.999639471,0.999848672,0.026852506,0.017397027
11,20,11,0.999777297,0.999910625,0.021104641,0.013369726
11,20,12,0.999702593,0.999887985,0.024388819,0.014967631
